Shops,ATMs,Downtown,Weekday,Center,High,Withdraw
1.02,2,0,1,0,1,17.60363381
1,3,0,0,0,0,18.21359377
9.7,9,1,1,0,0,67.08505969
1.03,3,0,1,0,0,14.94561399
10.11,9,1,1,0,0,71.05697162
9.93,8,1,1,1,0,73.28864478
10.09,11,1,0,0,1,72.17123196
10.24,5,1,0,0,0,78.85468212
9.8,9,1,1,0,1,68.39639647
10.28,8,1,1,0,0,74.01001575
10.07,7,1,1,0,0,73.40922189
9.55,8,1,1,0,1,67.55052385
10.14,10,1,0,0,0,73.00865427
9.94,12,1,0,0,0,68.73574884
10.08,8,1,1,0,0,71.25314184
9.99,10,1,0,0,0,71.08553149
10.04,11,1,0,0,1,71.48610153
1.03,4,0,1,0,1,15.95996079
9.88,13,1,1,0,0,64.93101792
0.99,3,0,1,0,1,17.54079607
10.14,7,1,1,0,0,74.30751904
10.06,13,1,1,1,0,69.93228307
9.78,12,1,1,0,1,66.30052409
10.02,9,1,1,1,1,74.91575832
10.09,12,1,1,0,0,67.6799957
10.32,10,1,0,0,0,75.71866408
1.03,3,0,1,0,1,16.44185274
0.97,1,0,1,0,0,17.53975633
0.93,2,0,1,0,1,17.15567441
9.94,9,1,1,0,0,68.8137451
1.05,1,0,1,0,0,17.98461889
10.15,10,1,1,0,0,70.99738956
10.12,13,1,0,0,0,69.43464207
0.97,1,0,1,0,0,17.89055802
0.91,4,0,1,0,0,14.16889181
10.17,11,1,0,1,0,94.7182412
1.09,2,0,0,0,0,19.31126277
9.98,11,1,1,0,1,68.31433978
9.4,11,1,1,0,0,61.14841404
10.07,10,1,1,0,0,70.11652822
1,0,0,1,0,0,18.86276685
10.01,12,1,1,0,0,67.19325512
9.77,12,1,0,0,0,66.33461465
9.76,8,1,1,0,0,67.86873746
9.92,12,1,1,0,0,65.8626901
1,4,0,1,1,1,18.79030997
10.05,11,1,1,0,0,68.65080463
9.94,13,1,1,0,0,64.95056905
10.16,14,1,0,1,0,91.68433188
10.04,11,1,1,0,0,68.22066927
0.96,3,0,0,0,0,17.75580347
1.02,3,0,1,0,0,15.01211259
9.72,11,1,1,0,0,65.43460323
10.32,7,1,1,0,0,75.84296931
9.85,8,1,1,0,1,69.88006852
10.01,8,1,0,0,0,72.77413466
9.8,13,1,1,0,1,64.22645457
0.95,3,0,1,0,0,15.26516317
10.17,10,1,1,0,1,71.3542759
10.15,11,1,1,0,0,69.66337142
10.11,7,1,1,0,0,72.30914809
9.88,11,1,1,0,1,68.19455836
0.94,4,0,1,0,0,14.42718922
0.95,4,0,1,0,0,14.83453907
10.02,6,1,0,1,0,98.02227034
1.01,2,0,0,1,0,23.70327127
10.14,11,1,1,0,1,70.81872076
10.42,9,1,0,0,0,76.55876833
10.11,10,1,1,0,0,68.97267526
10.45,10,1,1,0,1,75.71222469
0.95,4,0,1,1,1,18.37745739
10.1,8,1,0,0,0,73.92122598
1.02,4,0,1,0,0,14.04553608
1,1,0,1,1,0,21.09890397
10.09,10,1,1,0,0,69.56986979
9.86,5,1,1,0,0,73.09426701
1.06,4,0,0,1,1,23.18924685
9.68,11,1,1,1,0,66.71652063
10.2,10,1,0,1,0,96.75553922
10.27,12,1,1,0,1,71.06501961
9.96,8,1,1,0,0,71.13775458
10.2,9,1,1,0,0,71.99005453
9.71,13,1,1,0,0,63.56502277
9.52,10,1,0,0,0,65.69561803
10.03,9,1,0,0,0,72.48540477
9.7,10,1,1,0,1,67.58202751
10.11,11,1,1,0,1,70.89481626
10.38,11,1,0,0,0,74.39800624
10.14,11,1,1,0,0,69.12173048
10.08,10,1,1,0,0,69.61533022
9.91,12,1,1,0,1,66.90649699
10.05,10,1,0,0,1,72.54290245
10,9,1,1,0,0,70.84208714
10.19,12,1,1,0,0,68.40675721
1.09,2,0,1,0,0,17.31344075
9.9,10,1,0,1,0,92.68769029
10.09,12,1,1,0,1,68.18146939
0.98,3,0,0,0,0,16.64748997
0.91,3,0,1,0,0,15.91296776
9.86,7,1,1,0,0,70.44533901
10.02,14,1,1,0,0,65.88422282
10.13,10,1,1,0,0,70.10426301
10.09,15,1,0,0,1,68.05899768
0.97,2,0,1,1,0,19.98809993
9.98,12,1,1,0,0,66.96872164
9.84,11,1,1,0,1,67.65457488
10.07,9,1,0,0,0,72.46384116
0.94,5,0,0,0,1,16.37262462
10.2,11,1,1,1,0,73.87154735
10.28,10,1,0,1,0,96.93432677
1.08,2,0,1,1,0,19.48503976
10.16,11,1,1,0,0,69.63218183
0.98,4,0,1,0,0,13.58747494
9.99,10,1,1,0,0,69.09204666
0.99,3,0,1,0,0,16.01099658
9.91,6,1,0,0,0,74.64740486
10.32,9,1,1,0,1,74.89127332
9.78,10,1,1,1,0,69.45748329
9.79,12,1,1,0,0,64.59876405
9.66,10,1,1,0,0,64.82719894
1.1,4,0,0,0,1,17.23624361
9.78,11,1,1,0,1,66.5358936
10.03,13,1,1,0,0,66.48533119
0.95,3,0,1,0,0,15.07023468
0.92,2,0,0,0,1,19.64016607
10.41,7,1,0,0,1,80.16529982
1.01,0,0,1,0,0,18.62540109
9.72,13,1,0,0,1,66.19314792
10.33,9,1,1,0,0,73.98583988
0.98,3,0,1,0,1,15.6105125
9.79,9,1,1,0,0,68.39229305
10.38,12,1,1,0,0,70.4516078
9.98,9,1,1,0,1,71.65936373
10.34,11,1,1,0,0,72.29134274
0.96,2,0,1,0,0,17.04466907
10.16,10,1,1,1,0,73.38552029
10.16,12,1,1,0,0,68.70312517
0.99,3,0,1,0,0,16.19198422
10.19,13,1,0,0,1,71.09785636
9.89,10,1,1,0,1,69.2722179
9.75,7,1,1,0,0,69.28271413
10.14,13,1,1,0,0,67.37182669
1.03,4,0,1,0,0,14.79333365
10.18,10,1,1,0,0,70.95392327
10.01,8,1,1,1,1,74.83245219
1.07,3,0,0,0,1,19.33468222
1.04,4,0,0,0,1,17.50160247
10.11,10,1,1,0,1,70.77480995
9.92,11,1,1,0,0,67.52539945
9.72,12,1,1,0,0,64.30840876
9.93,10,1,1,1,0,71.15753935
0.94,2,0,0,0,1,18.73826332
9.74,11,1,0,0,0,66.71702875
9.91,12,1,1,1,0,69.1416656
0.8,2,0,0,0,0,18.08022846
9.52,11,1,1,0,0,63.47056806
9.87,11,1,1,0,0,66.86840898
9.83,14,1,1,0,0,62.89666084
0.99,3,0,0,0,0,18.29009884
1.07,2,0,0,0,1,19.33361166
9.84,10,1,1,0,0,67.15248525
9.98,8,1,0,0,0,72.59430178
9.84,10,1,0,0,0,69.18999407
0.96,4,0,1,0,0,14.3952146
10.06,12,1,1,0,0,67.41991628
1,5,0,1,0,1,14.24404361
0.93,2,0,1,0,1,16.48794511
9.68,10,1,1,0,0,64.62715769
0.96,2,0,1,0,1,17.00277697
10.28,7,1,0,0,1,78.28878421
1.08,2,0,1,0,1,16.56209987
0.95,4,0,1,0,0,13.66070193
10.29,7,1,0,0,1,79.55263648
0.93,2,0,0,0,0,18.51724576
0.97,4,0,1,0,1,15.73933354
10.45,14,1,1,0,0,69.82594644
10.34,12,1,0,0,0,72.72689913
10.14,8,1,1,0,0,72.12865636
9.99,8,1,1,0,0,70.98281006
9.64,12,1,0,0,1,65.73074513
9.74,8,1,1,0,0,68.61250221
0.96,3,0,1,0,0,15.74965069
10.14,15,1,1,1,0,68.47353748
10.13,9,1,1,0,0,71.48420817
9.55,11,1,1,0,0,63.22681165
9.77,11,1,0,0,0,67.59239808
10.43,10,1,0,0,0,76.17867411
0.96,3,0,0,0,0,17.06345327
10.06,9,1,1,0,1,71.27685447
9.81,10,1,1,0,0,66.90212932
10.08,11,1,0,0,1,72.45618624
10.11,8,1,1,0,0,72.14123364
0.97,3,0,1,0,0,15.00372967
9.93,11,1,0,0,0,68.40534109
9.9,7,1,1,0,0,71.20019416
9.87,10,1,1,0,0,66.85443966
10.06,7,1,0,0,0,74.94109926
10.18,12,1,0,0,0,71.44873152
10.01,9,1,1,0,0,69.42806276
10.01,11,1,1,0,1,69.36840312
10.28,15,1,0,0,0,69.4035847
9.96,10,1,0,0,0,70.46678537
1.02,3,0,1,1,0,18.54931034
10.45,12,1,0,0,0,74.52612759
0.96,3,0,1,0,0,15.31868369
10.24,9,1,0,0,1,75.90282378
10.08,11,1,0,0,0,71.59819017
0.94,3,0,1,0,1,17.21626805
10.16,12,1,1,0,0,68.27322759
9.99,13,1,0,0,0,67.51120558
10.02,9,1,1,1,0,73.18995622
10,11,1,0,0,0,70.34739177
9.91,9,1,1,0,0,68.94623705
1.05,5,0,1,0,0,14.17419627
9.75,10,1,1,0,0,66.37168745
0.99,3,0,0,0,1,19.82681482
1.09,2,0,1,0,0,16.58375694
9.84,13,1,0,0,1,66.51443886
10.1,12,1,1,0,0,68.21611239
10.2,11,1,0,0,1,72.03095949
9.56,10,1,0,0,1,67.03474593
9.98,10,1,0,0,0,71.27356777
9.86,11,1,1,0,0,67.463392
10.12,14,1,1,0,0,66.59279109
1.08,2,0,0,0,0,18.46347665
0.99,3,0,1,0,0,15.87176883
9.88,12,1,0,0,1,69.19424062
9.9,9,1,1,0,0,69.17034884
10.13,10,1,1,0,0,70.89983852
0.96,4,0,1,1,0,17.19923655
9.82,12,1,1,0,1,65.87623536
10.02,12,1,1,0,1,68.60826576
10,8,1,1,0,0,71.23770294
10.19,10,1,1,0,0,70.98023051
10.13,11,1,0,0,0,71.76644522
1.05,4,0,1,1,0,16.76983299
10.01,10,1,1,0,1,70.89558289
9.76,7,1,0,1,0,93.67983196
9.95,8,1,1,1,0,73.45980174
0.97,4,0,1,0,1,16.6933287
10.22,10,1,1,1,1,75.42617199
10,16,1,1,0,0,62.70196127
0.97,2,0,0,0,0,19.07138951
10.11,11,1,1,0,1,70.29270428
0.96,4,0,1,0,0,14.73223509
9.98,10,1,1,0,0,69.2368761
1.03,3,0,0,1,0,22.7219553
0.84,2,0,1,0,1,17.36704455
10.04,7,1,0,0,0,74.08956747
9.78,7,1,1,0,0,69.97320063
9.92,4,1,0,0,1,77.02064791
10.27,10,1,1,0,1,72.75779008
0.92,2,0,0,0,0,18.73473956
10.12,9,1,1,0,0,71.78613726
10.03,12,1,0,0,1,70.49924876
0.97,4,0,1,0,0,14.36884499
10.14,7,1,1,0,0,73.92478572
1.09,3,0,0,0,0,17.45453598
9.68,5,1,1,0,1,71.37833004
9.93,13,1,0,0,1,68.70826894
10.05,6,1,1,0,0,73.88737336
10,8,1,0,0,0,72.95629143
9.81,14,1,1,0,0,61.94258519
9.98,12,1,1,1,1,69.81169677
10.01,10,1,1,1,0,71.91899976
1.04,3,0,1,0,0,16.08603726
1,3,0,1,1,1,18.80357884
0.96,3,0,0,1,1,22.66569984
1.02,3,0,0,0,0,17.87669427
9.76,11,1,1,0,1,66.6633296
10.02,11,1,0,0,0,71.36837463
10,10,1,1,0,1,69.6063499
1.14,4,0,0,0,1,18.08037278
9.91,8,1,0,0,0,72.04409414
10.04,10,1,1,0,0,69.63553506
10.11,10,1,0,1,0,96.31176009
10.2,8,1,1,0,1,74.00783029
9.84,10,1,1,0,1,68.41845096
9.95,8,1,1,0,0,70.9123621
10.05,8,1,1,0,0,72.01890249
9.97,10,1,0,0,0,69.86852829
10.01,11,1,1,0,0,69.42644822
10.21,9,1,1,1,0,75.78544568
10.18,9,1,1,1,1,75.83959241
9.9,10,1,0,0,0,70.53345506
0.98,2,0,0,1,1,24.79323172
9.8,10,1,0,0,1,69.85580743
9.91,11,1,1,0,0,67.52140201
0.97,2,0,0,0,1,19.87453979
9.43,11,1,1,0,0,62.27457004
9.61,8,1,1,0,0,66.19668904
1,3,0,0,0,1,18.23907119
9.98,7,1,0,0,1,75.30005483
0.98,4,0,0,0,0,16.87210213
10.3,9,1,1,0,0,74.24806151
1.06,3,0,1,0,0,15.88294419
0.92,3,0,0,1,1,23.56602266
9.97,9,1,1,0,1,70.47002958
10.29,13,1,1,0,0,68.88796665
9.99,12,1,1,0,1,67.57679717
0.95,3,0,1,0,0,15.29897729
10.19,11,1,1,0,0,69.59844706
9.63,10,1,1,0,1,65.07424845
10.04,10,1,1,0,1,70.46158293
10.41,14,1,1,0,1,70.9836209
9.75,9,1,1,0,1,68.80932986
10.19,11,1,1,0,0,71.01409737
9.82,6,1,0,0,1,74.01892421
9.91,10,1,1,0,0,67.79169842
9.85,11,1,0,0,0,68.55145016
10.31,8,1,0,0,0,75.82958556
0.99,4,0,1,0,0,13.63019006
1.04,4,0,1,0,1,15.62541425
9.78,7,1,1,0,0,68.90554599
9.8,13,1,1,0,0,63.91574262
10,13,1,0,0,0,68.23670408
1.03,2,0,0,0,0,19.16239253
9.99,11,1,0,0,0,69.45868077
10.05,10,1,1,0,0,68.95549897
9.8,9,1,0,0,0,69.30988292
9.66,12,1,1,0,1,63.77800844
9.85,7,1,1,0,1,70.78125474
9.92,11,1,1,0,0,67.47734588
9.95,12,1,1,1,1,69.83580883
10.07,10,1,0,0,1,72.8411674
0.99,3,0,1,0,0,15.62381696
1,3,0,1,0,0,14.84447744
9.72,10,1,0,0,0,68.19353857
9.74,9,1,0,0,1,69.87348463
1.03,3,0,1,0,1,16.33090116
1.03,2,0,1,0,1,18.96987455
10.14,14,1,1,0,0,66.81179622
1.01,4,0,1,0,1,16.07776798
1,3,0,1,0,0,15.35375268
9.34,10,1,0,0,1,64.78097427
10.01,11,1,1,0,0,67.74513589
1.04,3,0,0,0,0,17.68268161
9.74,9,1,1,0,1,67.9450178
9.73,13,1,0,0,0,65.67761294
9.99,12,1,0,0,0,69.3427222
9.99,11,1,0,0,0,70.02750503
1.09,2,0,1,1,0,19.819853
10.16,12,1,1,0,1,69.25381477
9.95,9,1,1,0,1,70.32377655
9.98,13,1,1,0,0,65.07795473
10.06,11,1,1,0,1,69.68812748
10.07,12,1,1,1,0,71.11740232
1.15,5,0,0,1,1,21.90061592
9.38,10,1,0,0,0,65.36553664
1.02,3,0,1,0,1,15.71998772
10.14,9,1,0,1,0,97.04561193
10.18,7,1,0,0,0,76.51966407
1.12,3,0,1,0,0,15.84479689
0.97,3,0,0,0,0,18.02004533
0.92,2,0,0,0,1,19.26690429
10.07,8,1,1,0,0,72.41163184
10.03,13,1,0,0,1,69.56918252
10.18,11,1,1,0,0,69.75840852
1.03,3,0,0,0,1,18.09616012
10.41,11,1,0,0,0,74.99935958
9.7,11,1,0,0,0,66.4005631
10.12,9,1,1,0,1,72.29235805
9.97,8,1,1,0,1,71.88236139
10,7,1,1,0,0,71.69921723
10.16,8,1,1,0,0,72.13181788
10.23,11,1,0,0,0,72.35371347
1.11,3,0,0,0,1,18.29622714
9.82,8,1,1,0,0,69.40473186
9.79,12,1,1,0,0,64.35468785
9.98,13,1,0,0,1,68.73854439
9.75,13,1,1,0,1,64.79582137
9.92,14,1,1,0,0,64.73187671
0.93,2,0,0,0,1,19.12291915
10.26,11,1,1,0,0,70.2161183
10.26,7,1,1,0,0,73.44291841
9.92,11,1,0,0,1,70.12235017
10.32,11,1,0,0,1,74.26705548
1.03,4,0,1,0,1,16.04052115
9.84,12,1,0,0,0,67.19590961
1.07,3,0,1,0,0,15.09953198
9.53,12,1,1,0,1,62.66054071
9.67,9,1,1,0,1,67.73093344
9.75,9,1,1,0,0,67.81563732
0.96,5,0,1,0,0,13.38513304
10.22,8,1,1,0,0,73.65336725
0.97,2,0,1,0,0,16.19647466
1.06,2,0,1,0,0,16.00998412
10.2,11,1,1,0,0,70.59608187
10.01,13,1,1,0,0,65.98569134
0.92,2,0,0,1,0,23.71436602
9.69,8,1,1,0,0,67.46700096
10.07,10,1,1,0,1,70.24346544
0.91,2,0,1,0,0,15.91058916
10.01,10,1,1,0,0,69.17996688
0.97,3,0,1,0,1,16.21435308
1.09,3,0,1,0,1,15.48840952
1.12,4,0,1,0,1,15.83423147
10.36,14,1,1,0,1,69.73145221
9.97,12,1,1,0,1,66.55177438
0.98,1,0,1,0,1,18.23707492
9.85,7,1,1,0,1,71.58555856
10.46,10,1,0,0,0,75.95604826
1.01,2,0,1,0,1,17.81972217
9.9,8,1,0,0,0,71.75986567
9.84,16,1,0,0,1,63.63284757
10.03,10,1,1,0,0,68.79082999
0.99,2,0,1,1,1,19.33908508
0.97,2,0,1,0,1,17.99317511
10.01,6,1,1,0,0,73.5387761
1.07,2,0,1,0,1,17.35520384
9.9,12,1,1,0,0,66.0499827
9.58,11,1,1,0,0,63.53260314
9.93,12,1,1,0,0,66.03844969
9.91,5,1,1,0,0,73.56597506
0.99,2,0,0,0,0,18.02789772
1.04,2,0,1,0,0,16.40035481
1.02,3,0,1,0,1,17.10796268
10.18,11,1,1,0,0,70.35760956
9.98,8,1,1,0,0,70.80852934
9.96,13,1,1,0,0,65.8798633
9.91,8,1,1,0,1,70.00923698
1.01,3,0,0,0,0,17.93404242
10.27,12,1,0,0,1,72.48472238
10.04,10,1,1,0,0,68.53025087
9.99,10,1,1,0,0,68.80557533
10.2,14,1,1,0,0,67.39059341
1.05,4,0,1,0,1,15.90446561
0.99,3,0,1,0,0,15.20642267
10.06,9,1,0,0,0,72.06031684
9.99,11,1,1,0,1,69.37017205
9.92,13,1,1,0,0,65.34654405
10.03,8,1,1,0,1,71.65765853
0.91,5,0,1,0,0,13.91297234
1.03,3,0,1,0,0,15.60736318
10.03,11,1,1,0,0,68.15947881
10.09,12,1,1,0,1,67.99758349
0.99,4,0,1,0,0,14.39897776
9.93,11,1,1,1,0,70.04247278
10.01,13,1,1,0,0,66.73277286
0.99,3,0,1,0,0,15.3219964
0.99,4,0,1,0,0,14.12952034
1.04,3,0,1,0,1,16.32368523
0.95,2,0,1,1,0,19.50608937
9.93,11,1,1,0,1,68.45978259
9.93,6,1,0,0,0,74.2127708
1.06,2,0,0,1,0,23.77806166
9.88,13,1,1,0,1,65.80798239
10.29,10,1,0,0,0,73.73388642
10.13,8,1,1,0,0,71.7081367
10.17,9,1,1,0,0,71.11864698
10.11,10,1,1,0,1,72.04727294
10.17,10,1,1,0,0,70.19115489
0.97,3,0,1,0,1,16.97197785
0.96,4,0,0,0,0,16.10246486
10.45,6,1,0,0,0,79.42066783
10.22,8,1,1,0,0,73.45854816
0.91,3,0,1,1,1,19.90035766
1.06,1,0,1,0,0,17.58533622
10.03,10,1,1,0,0,69.3140554
9.88,7,1,1,0,0,70.70771477
9.87,12,1,1,0,0,65.13238773
10.32,9,1,1,1,0,77.18873928
10.22,10,1,1,0,1,72.64719846
10.05,11,1,1,0,1,69.34116549
0.96,3,0,0,0,0,17.04324505
10.01,8,1,0,0,0,73.68844447
1.05,2,0,1,0,0,17.20920606
10.41,11,1,1,0,0,72.96597407
9.85,10,1,1,0,0,66.99923477
9.9,7,1,1,0,0,70.70020045
9.93,12,1,1,0,1,67.1583453
9.87,7,1,0,0,1,74.28530414
9.87,9,1,1,0,0,69.37880247
1.05,1,0,1,0,0,17.2410471
9.88,5,1,0,0,1,75.98334477
1.01,2,0,1,1,0,19.63838194
10.25,11,1,1,0,0,70.83950134
1,5,0,1,0,0,13.74091404
9.97,11,1,0,0,0,68.93124687
9.95,15,1,1,0,0,63.86898153
10.02,7,1,0,1,0,96.79145302
10.44,10,1,0,0,0,75.82577722
10.33,8,1,1,0,0,74.19089773
10.16,7,1,0,0,0,76.93579727
9.99,9,1,1,0,0,68.97289404
10.3,9,1,1,1,0,76.07818532
10.05,10,1,0,0,1,72.40050107
0.86,2,0,1,0,1,18.35343399
1,3,0,1,0,1,16.63548089
9.91,9,1,1,0,1,70.05358445
1.05,4,0,1,0,0,14.74318448
1.1,3,0,1,0,0,16.00817656
1.05,3,0,1,0,1,16.47974891
10.23,10,1,1,0,0,71.38138998
0.99,1,0,1,0,1,17.77424163
1.01,3,0,1,1,1,19.1838156
1,3,0,1,0,0,14.63632702
9.93,8,1,0,0,0,73.15079129
10.64,10,1,0,1,1,103.964065
9.71,11,1,0,0,0,66.95385557
0.99,4,0,1,0,0,14.58316758
9.9,13,1,1,0,1,65.42315339
10.05,12,1,0,0,0,69.488611
9.98,9,1,1,0,0,68.97286184
9.84,8,1,1,0,0,69.65289674
10.2,8,1,0,1,1,99.9637722
10.16,11,1,0,0,0,71.61680073
1.05,3,0,1,0,0,16.37040319
9.75,9,1,1,0,0,67.15934207
10.07,10,1,1,0,0,69.31217331
10.02,12,1,1,0,0,67.11423808
9.96,9,1,1,0,0,69.57034295
10.04,8,1,1,0,0,70.3660204
0.89,2,0,1,0,1,16.91845485
1,3,0,1,0,0,15.56661623
1,4,0,1,0,0,13.72359818
9.66,10,1,0,0,1,68.37871922
0.98,4,0,1,0,0,15.06931557
0.92,3,0,1,0,0,15.76881087
9.87,11,1,1,0,0,67.15839354
9.92,5,1,0,0,1,76.69605957
10.01,10,1,1,0,1,70.99722056
10.24,12,1,1,0,0,69.8017757
1.03,4,0,0,0,1,17.66715367
1.04,3,0,1,0,0,15.60567767
10.22,10,1,1,0,0,71.17937719
10.09,11,1,1,0,0,68.56392846
10.02,9,1,1,0,0,70.303202
1.02,3,0,1,0,0,15.99778151
10.13,12,1,1,0,1,69.1100297
9.79,8,1,1,0,1,69.66713868
10.05,11,1,1,0,1,69.70241848
10.16,10,1,0,0,0,73.29968747
9.77,11,1,0,1,0,90.18210556
10.35,9,1,0,0,0,75.32628839
0.98,3,0,1,1,0,18.3963233
1,3,0,0,0,1,19.33737654
1,3,0,1,0,0,15.73736059
10.28,12,1,0,0,0,72.73337119
9.86,11,1,1,0,0,67.10196457
1.03,3,0,0,0,0,16.65823806
9.98,7,1,0,0,0,73.46745965
0.81,3,0,0,0,0,16.33322929
1.07,4,0,1,0,0,13.7072924
10.23,8,1,1,0,1,74.73255592
9.94,9,1,0,0,1,72.87685067
1.01,3,0,1,0,1,15.77727666
1.01,2,0,0,1,0,23.43917048
9.92,9,1,1,1,0,71.34030179
0.97,4,0,0,0,1,17.84915526
1,2,0,0,0,0,18.35289773
9.56,12,1,1,0,0,61.51487457
1.03,1,0,1,0,0,17.00949282
10.21,12,1,1,0,0,69.18251889
0.98,5,0,1,1,0,15.86392756
9.96,10,1,1,1,0,71.66574016
1.08,2,0,1,0,0,16.80501907
10.1,10,1,0,0,0,71.67581831
10.17,11,1,0,0,0,72.13363329
10.05,13,1,1,0,0,66.82499496
9.72,7,1,0,0,1,71.81159942
10.2,11,1,1,0,1,71.16318161
10.38,11,1,0,0,0,74.43556245
9.91,10,1,0,0,0,69.9185782
1,2,0,1,0,0,16.32396722
10.08,10,1,1,0,0,69.32579753
9.97,14,1,1,0,0,65.18648262
9.97,8,1,1,0,0,70.97194964
10,10,1,1,0,0,69.15865763
9.8,10,1,1,0,0,66.80475956
9.79,7,1,1,0,0,69.22584946
10.35,10,1,0,0,0,74.9265353
9.99,9,1,0,0,0,72.31485438
10.26,10,1,1,1,0,75.6805068
9.8,13,1,1,0,1,65.00074524
10.2,13,1,1,0,0,69.4460224
10.25,11,1,1,1,0,73.42824982
1,4,0,1,0,0,13.96426529
10.04,10,1,0,0,1,72.53397168
10.31,11,1,0,0,0,74.16912075
0.93,2,0,1,0,0,16.26840606
1.07,2,0,1,0,1,18.39048009
10.17,8,1,1,0,0,73.13134133
1.02,1,0,1,1,0,20.3968523
0.97,3,0,1,0,0,14.62767627
1.01,2,0,1,1,0,20.05893213
10,10,1,1,0,1,70.18185854
10.27,9,1,1,0,0,74.1644115
9.79,11,1,1,0,1,66.82441469
10.26,10,1,1,0,1,72.98444136
0.99,3,0,1,1,0,18.15469693
10.06,10,1,1,0,0,69.52851192
0.89,5,0,0,0,1,16.19668239
9.57,8,1,1,0,0,67.07466423
9.97,10,1,0,0,0,70.07538423
10.24,10,1,1,0,0,71.61775439
10.03,8,1,1,0,1,71.88303113
9.66,10,1,1,1,1,70.2274667
10.14,10,1,0,0,0,71.63981443
9.86,10,1,0,0,0,69.34057805
9.99,7,1,1,0,1,72.68897476
10.01,9,1,1,0,0,69.88093436
9.86,8,1,1,1,0,73.15487277
10.13,8,1,1,0,0,71.70588024
1.02,4,0,1,0,0,14.243756
10.16,10,1,0,1,0,96.00496848
10.14,14,1,1,0,0,66.33133223
10.15,7,1,1,0,1,73.45926686
10.17,9,1,1,0,1,72.84702353
9.79,11,1,1,0,0,65.62444224
0.94,1,0,1,0,1,18.88484626
1.03,4,0,1,0,0,14.23466037
10.31,10,1,1,0,1,72.52160556
0.94,4,0,0,0,0,16.21401539
10.25,4,1,0,0,0,79.56276466
9.88,11,1,1,0,0,66.99647185
10.19,9,1,1,0,0,72.70237373
9.97,12,1,1,0,1,67.53861852
9.98,8,1,1,0,0,70.85001583
1.02,2,0,1,1,1,20.1435019
9.92,12,1,1,0,0,65.98369451
0.98,2,0,1,0,0,16.65495955
10.24,10,1,0,0,1,74.52485688
9.85,17,1,1,0,0,59.95012213
1.02,3,0,1,0,0,15.80093528
10.06,12,1,0,0,0,69.70750315
9.88,8,1,1,0,1,70.51129308
10.06,10,1,0,0,1,71.71413454
9.4,12,1,1,0,0,60.52924694
1.01,1,0,0,1,1,26.29465911
10.13,7,1,0,0,0,76.23239886
1.06,3,0,1,0,0,15.62739251
9.75,12,1,0,0,0,67.2753057
10.01,8,1,0,0,1,74.39024677
9.95,11,1,0,0,0,68.89901476
10.09,11,1,1,0,1,69.02809961
0.95,1,0,1,0,0,17.1346616
9.7,9,1,1,0,0,67.19615386
10.02,8,1,0,0,0,73.1730313
10.02,11,1,0,0,0,69.9770061
10.44,11,1,1,0,0,73.88435196
10.05,10,1,0,0,0,72.93038736
9.48,9,1,1,0,0,64.47369226
1.03,4,0,1,0,1,15.78955437
9.78,8,1,1,1,1,73.07193326
10.03,8,1,1,0,1,72.10304484
1.04,2,0,1,0,1,18.09070894
0.96,2,0,1,0,0,16.45556098
1.03,4,0,0,0,0,16.21044764
9.99,11,1,1,0,0,67.20923135
9.97,9,1,1,0,0,69.79447909
9.7,10,1,1,1,1,69.32776094
10.09,10,1,1,0,0,70.96245222
9.9,8,1,1,1,0,72.9357359
1.1,2,0,1,0,0,17.1991832
9.98,12,1,1,1,0,70.16761557
1.04,3,0,1,0,0,16.21674353
0.97,4,0,1,0,0,14.45695597
1.08,4,0,1,0,0,14.05048043
9.72,14,1,0,0,1,65.47547258
9.9,14,1,1,0,0,64.3633091
9.98,10,1,0,0,0,70.39458119
0.91,1,0,1,0,0,17.47259479
10,10,1,0,1,0,93.75713376
10.17,13,1,0,0,1,70.0289646
10.03,6,1,0,0,1,76.61543264
9.87,13,1,1,0,0,65.4181133
9.79,7,1,1,0,0,68.39978935
0.98,5,0,0,0,0,15.42128039
1.01,3,0,0,0,1,18.29977185
10.02,9,1,0,0,0,72.18579999
9.92,9,1,1,0,0,68.82342087
9.97,9,1,1,0,0,68.87764361
9.95,11,1,1,0,0,67.08688729
10.05,10,1,0,0,0,71.9346473
9.69,11,1,1,0,0,65.92479167
10.05,12,1,1,0,0,67.1842005
9.58,11,1,1,0,0,62.68470334
9.88,10,1,1,1,1,72.80118487
9.79,7,1,1,0,0,69.32432789
10.29,8,1,1,0,0,73.14937288
10.21,10,1,0,0,0,72.99442245
10.53,5,1,1,1,1,84.27931864
0.95,2,0,1,0,0,16.61067486
10.2,12,1,1,0,0,69.94436509
9.6,10,1,1,0,1,66.23190077
1.04,3,0,1,0,0,15.6341783
10.02,10,1,1,0,0,69.70518258
10.11,14,1,1,0,0,66.07136986
9.95,8,1,0,0,0,72.47616012
9.7,12,1,1,0,1,65.42366462
9.78,10,1,1,0,1,67.36146935
10.3,8,1,0,0,1,78.60295583
9.73,10,1,1,0,0,65.84406749
1.05,4,0,1,0,0,14.00454638
0.93,3,0,1,0,0,15.72159155
10.05,10,1,1,0,1,70.3209118
10.3,11,1,0,0,0,73.37277255
0.95,4,0,1,0,0,14.57858883
9.95,11,1,1,0,0,67.81303608
9.94,12,1,1,0,0,66.33372619
